Calibration_Accuracy,75
Time(ms),Gaze_X,Gaze_Y,On_Video,On_Function_Bar,On_Time_Bar,Others
27,874,424,false,false,false,true
58,860,401,true,false,false,false
89,858,404,true,false,false,false
122,819,405,true,false,false,false
160,765,439,false,false,true,false
188,728,452,false,false,true,false
213,723,447,false,false,true,false
234,703,452,false,false,true,false
255,732,469,false,false,true,false
278,750,429,false,false,false,true
303,798,422,false,false,false,true
333,751,391,true,false,false,false
359,835,337,true,false,false,false
389,856,369,true,false,false,false
412,691,480,false,false,true,false
453,817,457,false,false,true,false
482,858,507,false,false,true,false
517,1098,405,true,false,false,false
544,1208,402,false,false,false,true
576,1353,417,false,false,false,true
606,1511,403,false,false,false,true
643,1368,396,false,false,false,true
674,1295,358,false,true,false,false
712,1226,335,false,false,false,true
755,1247,302,false,true,false,false
798,1318,320,false,true,false,false
821,1364,339,false,true,false,false
848,1578,315,false,false,false,true
871,1711,298,false,false,false,true
896,1594,351,false,false,false,true
928,1580,350,false,false,false,true
952,1550,345,false,false,false,true
983,1659,286,false,false,false,true
1009,1659,299,false,false,false,true
1042,1624,299,false,false,false,true
1072,1651,238,false,false,false,true
1103,1726,193,false,false,false,true
1130,1721,167,false,false,false,true
1152,1711,161,false,false,false,true
1174,1581,178,false,false,false,true
1200,1553,183,false,false,false,true
1224,1503,167,false,false,false,true
1246,1469,168,false,true,false,false
1274,1368,166,false,true,false,false
1297,1352,155,false,true,false,false
1327,1337,165,false,true,false,false
1351,1308,131,false,false,false,true
1380,1324,94,false,false,false,true
1404,1341,64,false,false,false,true
1428,1279,131,false,false,false,true
1448,1116,190,true,false,false,false
1470,1103,271,true,false,false,false
1498,1064,242,true,false,false,false
1524,1036,254,true,false,false,false
1552,1017,272,true,false,false,false
1574,1112,214,true,false,false,false
1597,1128,233,true,false,false,false
1625,1132,259,true,false,false,false
1650,1029,232,true,false,false,false
1676,1072,252,true,false,false,false
1696,1227,245,false,false,false,true
1718,1341,224,false,true,false,false
1743,1420,193,false,true,false,false
1772,1471,188,false,true,false,false
1796,1463,126,false,false,false,true
1823,1486,151,false,true,false,false
1846,1502,174,false,false,false,true
1868,1531,205,false,false,false,true
1894,1532,180,false,false,false,true
1916,1530,158,false,false,false,true
1937,1494,188,false,false,false,true
1963,1466,180,false,true,false,false
1987,1465,186,false,true,false,false
2009,1463,191,false,true,false,false
2035,1401,183,false,true,false,false
2057,1367,233,false,true,false,false
2084,1364,282,false,true,false,false
2110,1396,257,false,true,false,false
2130,1419,231,false,true,false,false
2150,1441,213,false,true,false,false
2172,1458,198,false,true,false,false
2198,1469,206,false,true,false,false
2220,1478,212,false,true,false,false
2244,1461,224,false,true,false,false
2270,1442,255,false,true,false,false
2290,1386,236,false,true,false,false
2310,1338,219,false,true,false,false
2330,1366,239,false,true,false,false
2347,1433,268,false,true,false,false
2364,1433,274,false,true,false,false
2381,1439,269,false,true,false,false
2397,1444,265,false,true,false,false
2412,1461,272,false,true,false,false
2427,1494,298,false,false,false,true
2444,1471,289,false,true,false,false
2461,1450,281,false,true,false,false
2485,1389,266,false,true,false,false
2502,1482,261,false,true,false,false
2520,1417,248,false,true,false,false
2541,1407,227,false,true,false,false
2558,1432,255,false,true,false,false
2575,1454,280,false,true,false,false
2594,1376,257,false,true,false,false
2610,1310,237,false,true,false,false
2626,1166,237,true,false,false,false
2646,1046,237,true,false,false,false
2669,1020,229,true,false,false,false
2687,879,261,true,false,false,false
2707,763,290,true,false,false,false
2725,751,272,true,false,false,false
2747,644,292,true,false,false,false
2766,653,287,true,false,false,false
2786,590,294,true,false,false,false
2808,749,292,true,false,false,false
2827,758,346,true,false,false,false
2847,839,368,true,false,false,false
2869,969,353,true,false,false,false
2889,1081,339,true,false,false,false
2909,1160,342,true,false,false,false
2933,1194,335,true,false,false,false
2953,1220,329,false,false,false,true
2971,1312,305,false,true,false,false
2989,1355,276,false,true,false,false
3008,1383,272,false,true,false,false
3026,1338,267,false,true,false,false
3043,1295,264,false,true,false,false
3060,1257,273,false,true,false,false
3078,1310,281,false,true,false,false
3095,1400,279,false,true,false,false
3112,1389,270,false,true,false,false
3128,1336,259,false,true,false,false
3146,1292,300,false,true,false,false
3162,1263,367,false,true,false,false
3179,1240,376,false,true,false,false
3196,1327,483,false,false,false,true
3212,1401,573,false,false,false,true
3230,1249,741,false,false,false,true
3248,1025,857,false,false,false,true
3266,950,908,false,false,false,true
3284,840,960,false,false,false,true
3302,1050,913,false,false,false,true
3322,1229,872,false,false,false,true
3344,1233,779,false,false,false,true
3364,1201,717,false,false,false,true
3382,1172,663,false,false,true,false
3404,1055,611,false,false,true,false
3424,1132,510,false,false,true,false
3442,1135,460,false,false,true,false
3462,1160,400,true,false,false,false
3481,1242,366,false,true,false,false
3501,1353,335,false,true,false,false
3521,1474,273,false,true,false,false
3539,1575,225,false,false,false,true
3560,1532,171,false,false,false,true
3578,1490,130,false,false,false,true
3597,1450,100,false,false,false,true
3615,1373,126,false,false,false,true
3634,1322,94,false,false,false,true
3653,1278,70,false,false,false,true
3672,1281,68,false,false,false,true
3690,1320,92,false,false,false,true
3707,1384,83,false,false,false,true
3724,1451,98,false,false,false,true
3741,1477,134,false,false,false,true
3758,1450,225,false,true,false,false
3775,1406,302,false,true,false,false
3793,1421,338,false,true,false,false
3812,1381,374,false,true,false,false
3829,1497,464,false,false,false,true
3845,1512,514,false,false,false,true
3862,1285,678,false,false,false,true
3878,1029,829,false,false,false,true
3897,831,949,false,false,false,true
3916,583,1036,false,false,false,true
3933,461,1064,false,false,false,true
3950,368,1080,false,false,false,true
3967,357,1090,false,false,false,true
3984,359,1092,false,false,false,true
4000,505,1028,false,false,false,true
4019,638,968,false,false,false,true
4038,853,862,false,false,false,true
4058,1160,795,false,false,false,true
4079,1271,762,false,false,false,true
4105,1312,675,false,false,false,true
4125,1293,632,false,false,false,true
4144,1205,587,false,false,false,true
4163,1172,535,false,false,true,false
4188,1294,420,false,false,false,true
4209,1293,372,false,true,false,false
4227,1261,360,false,true,false,false
4244,1230,355,false,false,false,true
4261,1201,355,false,false,false,true
4278,1245,323,false,true,false,false
4294,1299,277,false,true,false,false
4311,1289,236,false,true,false,false
4332,1373,236,false,true,false,false
4350,1359,291,false,true,false,false
4369,1342,341,false,true,false,false
4391,1361,320,false,true,false,false
4408,1391,293,false,true,false,false
4426,1415,271,false,true,false,false
4444,1328,310,false,true,false,false
4462,1363,310,false,true,false,false
4479,1392,311,false,true,false,false
4496,1442,300,false,true,false,false
4513,1483,276,false,true,false,false
4530,1463,257,false,true,false,false
4547,1418,266,false,true,false,false
4564,1433,298,false,true,false,false
4583,1443,300,false,true,false,false
4604,1452,279,false,true,false,false
4623,1459,262,false,true,false,false
4640,1268,291,false,true,false,false
4658,1156,277,true,false,false,false
4674,1066,251,true,false,false,false
4698,1096,253,true,false,false,false
4715,1091,240,true,false,false,false
4733,1095,219,true,false,false,false
4750,1101,201,true,false,false,false
4772,1133,237,true,false,false,false
4789,1162,251,true,false,false,false
4808,1035,455,false,false,true,false
4827,921,614,false,false,true,false
4847,721,809,false,false,false,true
4865,459,920,false,false,false,true
4884,213,1053,false,false,false,true
4906,528,867,false,false,false,true
4924,821,707,false,false,false,true
4944,1093,502,false,false,true,false
4966,1180,429,false,false,false,true
4984,1140,311,true,false,false,false
5004,1122,207,true,false,false,false
5024,1180,155,true,false,false,false
5041,1208,104,false,false,false,true
5058,1187,88,true,false,false,false
5073,1168,121,true,false,false,false
5090,1150,154,true,false,false,false
5106,1143,199,true,false,false,false
5125,1136,239,true,false,false,false
5144,1153,237,true,false,false,false
5163,1167,235,true,false,false,false
5180,1177,246,true,false,false,false
5199,1159,243,true,false,false,false
5217,1106,246,true,false,false,false
5236,1005,274,true,false,false,false
5253,889,319,true,false,false,false
5269,815,327,true,false,false,false
5287,756,333,true,false,false,false
5303,770,359,true,false,false,false
5320,787,381,true,false,false,false
5338,792,394,true,false,false,false
5355,813,408,true,false,false,false
5372,827,401,true,false,false,false
5388,840,395,true,false,false,false
5405,891,369,true,false,false,false
5422,934,352,true,false,false,false
5437,937,341,true,false,false,false
5454,939,333,true,false,false,false
5470,905,333,true,false,false,false
5487,867,341,true,false,false,false
5505,876,341,true,false,false,false
5522,883,340,true,false,false,false
5539,854,371,true,false,false,false
5557,829,398,true,false,false,false
5574,852,433,false,false,true,false
5592,872,463,false,false,true,false
5609,1109,319,true,false,false,false
5626,1193,425,false,false,false,true
5642,1372,377,false,true,false,false
5658,1601,293,false,false,false,true
5677,1767,246,false,false,false,true
5693,1915,205,false,false,false,true
5711,1771,241,false,false,false,true
5728,1637,274,false,false,false,true
5745,1510,277,false,false,false,true
5764,1402,280,false,true,false,false
5782,1324,316,false,true,false,false
5799,1191,378,true,false,false,false
5817,1138,422,false,false,false,true
5836,1172,448,false,false,true,false
5853,1081,450,false,false,true,false
5870,1028,449,false,false,true,false
5885,890,451,false,false,true,false
5901,835,477,false,false,true,false
5917,779,486,false,false,true,false
5936,748,478,false,false,true,false
5955,691,490,false,false,true,false
5974,674,468,false,false,true,false
5991,629,457,false,false,true,false
6008,631,446,false,false,true,false
6026,626,433,false,false,true,false
6042,673,409,true,false,false,false
6057,651,392,true,false,false,false
