Calibration_Accuracy,68
Time(ms),Gaze_X,Gaze_Y,On_Video,On_Function_Bar,On_Time_Bar,Others
15,226,397,true,false,false,false
17,258,352,true,false,false,false
20,283,333,true,false,false,false
33,253,318,true,false,false,false
63,278,306,true,false,false,false
93,317,297,true,false,false,false
123,355,296,true,false,false,false
154,376,285,true,false,false,false
179,380,298,true,false,false,false
204,374,262,true,false,false,false
231,380,266,true,false,false,false
263,356,268,true,false,false,false
294,337,270,true,false,false,false
323,324,276,true,false,false,false
351,327,251,true,false,false,false
374,349,245,true,false,false,false
398,383,224,true,false,false,false
422,411,207,true,false,false,false
448,513,259,true,false,false,false
472,588,261,true,false,false,false
499,643,292,true,false,false,false
527,718,296,true,false,false,false
561,750,291,true,false,false,false
593,787,253,true,false,false,false
621,806,234,true,false,false,false
643,797,205,true,false,false,false
666,782,203,true,false,false,false
689,766,202,true,false,false,false
713,771,200,true,false,false,false
736,750,187,true,false,false,false
760,682,180,true,false,false,false
783,645,182,true,false,false,false
806,602,188,true,false,false,false
829,586,150,true,false,false,false
853,551,115,true,false,false,false
875,523,128,true,false,false,false
898,527,140,true,false,false,false
924,507,127,true,false,false,false
950,473,199,true,false,false,false
978,554,290,true,false,false,false
1005,667,398,true,false,false,false
1032,794,468,true,false,false,false
1062,874,528,false,false,true,false
1101,858,567,false,false,true,false
1133,838,495,true,false,false,false
1167,828,401,true,false,false,false
1200,826,347,true,false,false,false
1236,816,331,true,false,false,false
1269,827,348,true,false,false,false
1302,826,372,true,false,false,false
1331,824,392,true,false,false,false
1362,826,381,true,false,false,false
1389,839,395,true,false,false,false
1411,857,416,true,false,false,false
1434,856,432,true,false,false,false
1458,854,445,true,false,false,false
1486,844,455,true,false,false,false
1512,834,448,true,false,false,false
1537,829,435,true,false,false,false
1560,797,398,true,false,false,false
1584,770,366,true,false,false,false
1608,765,327,true,false,false,false
1632,760,311,true,false,false,false
1655,770,298,true,false,false,false
1676,757,270,true,false,false,false
1698,746,248,true,false,false,false
1719,716,230,true,false,false,false
1744,710,211,true,false,false,false
1771,706,225,true,false,false,false
1799,705,238,true,false,false,false
1824,719,258,true,false,false,false
1847,710,271,true,false,false,false
1871,720,283,true,false,false,false
1895,779,283,true,false,false,false
1920,833,326,true,false,false,false
1945,884,385,true,false,false,false
1967,910,373,true,false,false,false
1989,977,403,true,false,false,false
2014,913,408,true,false,false,false
2040,888,366,true,false,false,false
2067,848,382,true,false,false,false
2093,838,423,true,false,false,false
2117,826,463,true,false,false,false
2142,854,460,true,false,false,false
2163,881,461,true,false,false,false
2186,855,468,true,false,false,false
2209,856,488,true,false,false,false
2233,855,452,true,false,false,false
2259,844,428,true,false,false,false
2281,802,437,true,false,false,false
2304,808,409,true,false,false,false
2327,794,395,true,false,false,false
2348,759,386,true,false,false,false
2368,752,384,true,false,false,false
2389,752,380,true,false,false,false
2411,777,374,true,false,false,false
2438,789,392,true,false,false,false
2462,809,410,true,false,false,false
2485,756,389,true,false,false,false
2509,745,431,true,false,false,false
2533,778,414,true,false,false,false
2565,791,426,true,false,false,false
2597,778,439,true,false,false,false
2628,753,439,true,false,false,false
2661,726,436,true,false,false,false
2691,744,496,false,false,false,true
2716,748,533,false,false,true,false
2739,780,525,false,false,true,false
2763,769,530,false,false,true,false
2787,780,490,true,false,false,false
2809,857,479,true,false,false,false
2829,900,496,false,false,false,true
2848,935,468,true,false,false,false
2867,849,476,true,false,false,false
2884,794,463,true,false,false,false
2901,723,463,true,false,false,false
2918,681,464,true,false,false,false
2934,645,428,true,false,false,false
2952,609,384,true,false,false,false
2969,625,341,true,false,false,false
